AIRLINE,ORIGIN,DEST,Carrier_Delays,Weather_Delays,NAS_Delays,Security_Delays,Late_Aircraft_Delays,Total_Flights
Endeavor Air Inc.,DTW,DFW,0,0,1,0,0,5
Endeavor Air Inc.,DTW,ERI,0,0,0,0,0,5
Endeavor Air Inc.,DTW,JAX,0,0,0,0,0,5
Endeavor Air Inc.,RDU,MSY,0,0,0,0,0,5
Endeavor Air Inc.,SAV,MSP,0,0,0,0,0,5
Envoy Air,ATL,DFW,1,0,0,0,1,5
Envoy Air,AUS,BZN,3,0,1,0,1,5
Envoy Air,BDL,DCA,2,0,1,0,1,5
Envoy Air,BNA,DFW,0,0,0,0,0,5
Envoy Air,BOS,PNS,0,0,0,0,0,5
Envoy Air,BUF,DCA,0,0,1,0,1,5
Envoy Air,CHA,CLT,0,0,0,0,0,5
Envoy Air,CLE,DCA,0,0,0,0,0,5
Envoy Air,CLT,MYR,0,0,0,0,0,5
Envoy Air,CLT,STL,0,0,0,0,0,5
Envoy Air,DCA,CLE,0,0,0,0,0,5
Envoy Air,DCA,GRR,2,0,1,0,2,5
Envoy Air,DCA,ILM,0,0,0,0,0,5
Envoy Air,DCA,SRQ,0,0,1,0,0,5
Envoy Air,DCA,SYR,0,0,0,0,1,5
Envoy Air,DCA,TYS,0,0,0,0,0,5
Envoy Air,DFW,ATL,0,0,0,0,0,5
Envoy Air,DFW,SAF,0,0,0,0,0,5
Envoy Air,EYW,DCA,2,0,0,0,1,5
Envoy Air,GEG,ORD,0,0,0,0,0,5
Envoy Air,IND,CLT,0,0,0,0,0,5
Envoy Air,JAX,DFW,0,1,0,0,1,5
Envoy Air,LGA,MYR,2,0,0,0,0,5
Envoy Air,LYH,CLT,0,0,0,0,0,5
Envoy Air,MEM,BOS,1,1,1,0,1,5
Envoy Air,MIA,TUL,0,0,0,0,0,5
Envoy Air,ONT,PHX,0,0,0,0,0,5
Envoy Air,ORF,DCA,0,0,0,0,1,5
Envoy Air,PHX,FSD,0,0,0,0,0,5
Envoy Air,PHX,MSN,3,0,0,0,2,5
Envoy Air,PHX,SMF,0,0,0,0,1,5
Envoy Air,PWM,MIA,0,1,1,0,0,5
Envoy Air,STL,DCA,0,0,0,0,0,5
ExpressJet Airlines LLC d/b/a aha!,BGR,ORD,0,0,1,0,0,5
ExpressJet Airlines LLC d/b/a aha!,DCA,IAH,0,0,1,0,2,5
ExpressJet Airlines LLC d/b/a aha!,ERI,ORD,1,0,1,0,0,5
ExpressJet Airlines LLC d/b/a aha!,GSP,IAD,0,0,1,0,1,5
ExpressJet Airlines LLC d/b/a aha!,HDN,ORD,1,0,1,0,0,5
ExpressJet Airlines LLC d/b/a aha!,IAD,CHS,0,0,1,0,0,5
ExpressJet Airlines LLC d/b/a aha!,IAH,SLC,1,0,1,0,1,5
ExpressJet Airlines LLC d/b/a aha!,MTJ,IAH,0,0,0,0,1,5
ExpressJet Airlines LLC d/b/a aha!,ORD,ALB,0,0,0,0,0,5
ExpressJet Airlines LLC d/b/a aha!,ORD,HDN,0,0,0,0,0,5
ExpressJet Airlines LLC d/b/a aha!,ORD,SDF,0,0,0,0,0,5
ExpressJet Airlines LLC d/b/a aha!,PIT,EWR,0,0,2,0,2,5
ExpressJet Airlines LLC d/b/a aha!,TUS,ORD,0,0,0,0,1,5
Frontier Airlines Inc.,BKG,ORD,0,0,1,0,0,5
Frontier Airlines Inc.,BQN,TPA,0,0,0,0,1,5
Frontier Airlines Inc.,BWI,DFW,0,0,0,0,1,5
Frontier Airlines Inc.,CHS,CLE,0,0,0,0,1,5
Frontier Airlines Inc.,CLE,MSP,0,0,0,0,0,5
Frontier Airlines Inc.,CLE,SJU,3,0,4,0,2,5
Frontier Airlines Inc.,DEN,ANC,0,0,0,0,0,5
Frontier Airlines Inc.,DFW,BWI,3,0,2,0,3,5
Frontier Airlines Inc.,DTW,TTN,1,0,0,0,1,5
Frontier Airlines Inc.,GJT,DEN,0,0,1,0,0,5
Frontier Airlines Inc.,JAX,STL,1,0,0,0,0,5
Frontier Airlines Inc.,MCO,PSE,0,0,0,0,0,5
Frontier Airlines Inc.,MCO,PSM,0,0,1,0,0,5
Frontier Airlines Inc.,MIA,PVD,1,1,0,0,0,5
Frontier Airlines Inc.,MIA,SWF,1,0,3,0,1,5
Frontier Airlines Inc.,MSN,PHX,0,0,0,0,0,5
Frontier Airlines Inc.,OMA,PHL,0,0,0,0,0,5
Frontier Airlines Inc.,ONT,ORD,0,0,1,0,2,5
Frontier Airlines Inc.,ORD,EWR,0,0,0,0,0,5
Frontier Airlines Inc.,PBI,CMH,3,0,2,0,2,5
Frontier Airlines Inc.,PHX,BNA,0,0,1,0,2,5
Frontier Airlines Inc.,PHX,IND,1,0,0,0,1,5
Frontier Airlines Inc.,PHX,RDU,0,0,0,0,0,5
Frontier Airlines Inc.,PHX,SJC,0,0,0,0,0,5
Frontier Airlines Inc.,PWM,PHL,1,0,1,0,0,5
Frontier Airlines Inc.,RDU,MKE,0,0,0,0,0,5
Frontier Airlines Inc.,RSW,SLC,0,0,0,0,0,5
Frontier Airlines Inc.,SAT,SNA,1,0,0,0,0,5
Frontier Airlines Inc.,SWF,RDU,0,0,1,0,0,5
Frontier Airlines Inc.,SYR,MIA,0,0,0,0,0,5
Horizon Air,BOI,SJC,0,0,0,0,0,5
Horizon Air,MCI,PDX,1,0,1,0,1,5
Horizon Air,ORD,PDX,2,0,2,0,0,5
Horizon Air,SAN,FAT,0,0,0,0,0,5
Horizon Air,SAN,SBP,0,0,0,0,0,5
Horizon Air,SBP,SAN,0,0,0,0,1,5
Horizon Air,SNA,SEA,0,0,0,0,0,5
JetBlue Airways,CLE,RSW,0,0,1,0,0,5
JetBlue Airways,OAK,BOS,2,0,0,0,1,5
JetBlue Airways,RSW,CLE,0,0,0,0,0,5
Mesa Airlines Inc.,BIL,DFW,2,0,2,0,0,5
Mesa Airlines Inc.,BNA,ORD,1,0,0,0,0,5
Mesa Airlines Inc.,BUF,ORD,0,0,0,0,0,5
Mesa Airlines Inc.,CAE,DFW,0,0,0,0,0,5
Mesa Airlines Inc.,DFW,ONT,0,1,1,0,1,5
Mesa Airlines Inc.,FLL,IAH,0,0,0,0,0,5
Mesa Airlines Inc.,GNV,DFW,0,0,0,0,0,5
Mesa Airlines Inc.,HHH,SAV,0,0,0,0,0,5
Mesa Airlines Inc.,IAH,RAP,0,0,0,0,1,5
Mesa Airlines Inc.,ORD,BDL,0,0,0,0,0,5
Mesa Airlines Inc.,ORD,BWI,1,0,0,0,0,5
Mesa Airlines Inc.,ORD,GRR,1,0,0,0,1,5
Mesa Airlines Inc.,ORD,ORF,1,0,0,0,0,5
Mesa Airlines Inc.,ORD,TUS,0,0,0,0,0,5
Mesa Airlines Inc.,PSP,DFW,0,0,0,0,0,5
Mesa Airlines Inc.,STS,DFW,0,0,0,0,0,5
PSA Airlines Inc.,CLT,HVN,0,0,0,0,0,5
PSA Airlines Inc.,CLT,MSP,0,0,0,0,0,5
PSA Airlines Inc.,DCA,CID,0,0,0,0,0,5
PSA Airlines Inc.,DCA,EWN,2,0,0,0,0,5
PSA Airlines Inc.,DFW,SGF,0,0,0,0,0,5
PSA Airlines Inc.,FSD,DFW,1,1,0,0,2,5
PSA Airlines Inc.,FWA,PHL,1,0,0,0,0,5
PSA Airlines Inc.,HVN,CLT,1,0,0,0,1,5
PSA Airlines Inc.,MSP,CLT,1,0,2,0,0,5
PSA Airlines Inc.,PHL,BWI,0,0,0,0,0,5
PSA Airlines Inc.,PIA,DFW,1,0,0,0,1,5
PSA Airlines Inc.,RSW,PHL,1,0,1,0,1,5
PSA Airlines Inc.,SGF,DFW,1,1,0,0,2,5
Republic Airline,ABQ,DEN,1,0,1,0,1,5
Republic Airline,ATL,MYR,2,0,2,0,1,5
Republic Airline,AUS,DEN,0,0,0,0,0,5
Republic Airline,BUF,ATL,0,0,0,0,0,5
Republic Airline,BZN,DEN,0,0,0,0,0,5
Republic Airline,CHO,CLT,0,1,1,0,0,5
Republic Airline,CVG,MCI,1,0,1,0,2,5
Republic Airline,DAY,MCO,0,0,1,0,1,5
Republic Airline,DAY,PHL,0,0,1,0,1,5
Republic Airline,DEN,BHM,1,0,0,0,0,5
Republic Airline,DEN,LIT,1,0,0,0,0,5
Republic Airline,DEN,TYS,0,0,0,0,0,5
Republic Airline,DSM,MIA,0,0,1,0,0,5
Republic Airline,DTW,BNA,1,0,0,0,0,5
Republic Airline,EYW,BOS,1,0,1,0,1,5
Republic Airline,GSO,ORD,0,0,1,0,0,5
Republic Airline,IAD,AVL,3,0,1,0,1,5
Republic Airline,JAN,DCA,1,0,0,0,0,5
Republic Airline,LGA,AGS,1,0,1,0,0,5
Republic Airline,MIA,ALB,0,0,0,0,0,5
Republic Airline,MIA,ORD,0,0,0,0,0,5
Republic Airline,MLB,ATL,0,0,0,0,0,5
Republic Airline,MSN,CLT,0,0,0,0,0,5
Republic Airline,MSP,CLE,0,0,0,0,0,5
Republic Airline,MSP,OMA,0,0,0,0,0,5
Republic Airline,OMA,MSP,0,0,0,0,0,5
Republic Airline,ORD,COS,0,0,0,0,0,5
Republic Airline,ORD,TPA,0,0,0,0,0,5
Republic Airline,ROC,MIA,0,0,1,0,0,5
Republic Airline,SRQ,JFK,0,0,0,0,0,5
Republic Airline,STL,IAD,0,0,0,0,0,5
Republic Airline,TYS,DEN,0,0,0,0,0,5
Republic Airline,VPS,LGA,2,0,2,0,0,5
SkyWest Airlines Inc.,APN,CIU,1,1,0,0,0,5
SkyWest Airlines Inc.,AUS,TUL,0,0,0,0,2,5
SkyWest Airlines Inc.,BOI,AUS,0,0,0,0,0,5
SkyWest Airlines Inc.,BZN,IAH,0,0,0,0,1,5
SkyWest Airlines Inc.,CIU,APN,2,0,0,0,0,5
SkyWest Airlines Inc.,CVG,MSP,0,0,0,0,0,5
SkyWest Airlines Inc.,DEC,SPI,0,0,0,0,0,5
SkyWest Airlines Inc.,DFW,CAE,0,0,0,0,0,5
SkyWest Airlines Inc.,DFW,STL,1,0,0,0,0,5
SkyWest Airlines Inc.,DFW,VPS,0,0,0,0,0,5
SkyWest Airlines Inc.,DSM,DTW,0,0,0,0,0,5
SkyWest Airlines Inc.,EGE,AUS,1,0,0,0,3,5
SkyWest Airlines Inc.,GJT,MTJ,0,0,0,0,0,5
SkyWest Airlines Inc.,GPT,ATL,0,0,0,0,0,5
SkyWest Airlines Inc.,GSP,ATL,0,0,0,0,0,5
SkyWest Airlines Inc.,HDN,IAH,2,0,0,0,0,5
SkyWest Airlines Inc.,IAH,HDN,1,0,0,0,0,5
SkyWest Airlines Inc.,IAH,ORD,1,0,0,0,2,5
SkyWest Airlines Inc.,IAH,SMF,0,0,0,0,0,5
SkyWest Airlines Inc.,JAC,DFW,1,0,0,0,0,5
SkyWest Airlines Inc.,LAS,DEN,0,0,0,0,0,5
SkyWest Airlines Inc.,LAS,SAN,0,0,0,0,0,5
SkyWest Airlines Inc.,LAX,BIH,2,0,0,0,0,5
SkyWest Airlines Inc.,MTJ,GJT,0,0,0,0,1,5
SkyWest Airlines Inc.,ORD,GTF,0,0,0,0,0,5
SkyWest Airlines Inc.,ORD,HRL,0,0,0,0,1,5
SkyWest Airlines Inc.,ORD,VPS,1,0,0,0,0,5
SkyWest Airlines Inc.,PAH,DEC,0,0,0,0,0,5
SkyWest Airlines Inc.,PHL,BOS,0,0,2,0,1,5
SkyWest Airlines Inc.,PHL,IAH,0,0,0,0,1,5
SkyWest Airlines Inc.,PHX,LAS,0,0,0,0,0,5
SkyWest Airlines Inc.,RIW,RKS,1,0,0,0,0,5
SkyWest Airlines Inc.,RSW,MKE,1,0,0,0,0,5
SkyWest Airlines Inc.,SMF,IAH,0,0,0,0,0,5
SkyWest Airlines Inc.,TPA,MKE,0,0,0,0,1,5
SkyWest Airlines Inc.,VPS,IAH,0,0,0,0,0,5
Southwest Airlines Co.,AUS,PIT,0,0,0,0,0,5
Southwest Airlines Co.,BNA,SMF,0,0,0,0,0,5
Southwest Airlines Co.,CVG,SRQ,1,0,2,0,2,5
Southwest Airlines Co.,DCA,ALB,0,0,0,0,0,5
Southwest Airlines Co.,ECP,IND,2,0,1,0,3,5
Southwest Airlines Co.,ELP,SJC,1,0,0,0,0,5
Southwest Airlines Co.,EUG,SAN,1,0,1,0,2,5
Southwest Airlines Co.,HOU,PDX,2,0,1,0,1,5
Southwest Airlines Co.,IND,MSY,1,0,1,0,2,5
Southwest Airlines Co.,IND,STL,0,0,0,0,0,5
Southwest Airlines Co.,MCI,MYR,0,0,0,0,1,5
Southwest Airlines Co.,MCI,VPS,2,0,1,0,2,5
Southwest Airlines Co.,MCO,ABQ,0,0,0,0,0,5
Southwest Airlines Co.,MSY,SJC,0,2,0,0,1,5
Southwest Airlines Co.,PIT,MSY,1,0,1,0,2,5
Southwest Airlines Co.,RSW,ALB,1,0,0,0,1,5
Southwest Airlines Co.,RSW,ROC,0,1,2,0,1,5
Southwest Airlines Co.,SDF,FLL,1,0,0,0,0,5
Southwest Airlines Co.,SEA,RNO,0,0,0,0,0,5
Southwest Airlines Co.,SFO,MKE,0,0,0,0,0,5
Southwest Airlines Co.,SNA,BOI,1,0,0,0,1,5
Southwest Airlines Co.,SRQ,AUS,0,0,0,0,1,5
Southwest Airlines Co.,SRQ,MCI,0,0,0,0,0,5
Southwest Airlines Co.,TPA,DTW,2,0,2,0,1,5
Southwest Airlines Co.,TPA,MSP,3,0,3,0,4,5
Southwest Airlines Co.,TPA,OMA,0,0,0,0,0,5
Spirit Air Lines,ACY,BOS,0,0,1,0,1,5
Spirit Air Lines,BNA,AUS,0,0,0,0,0,5
Spirit Air Lines,DFW,SJC,1,0,2,0,1,5
Spirit Air Lines,EWR,PBI,0,0,0,0,1,5
Spirit Air Lines,FLL,MKE,1,0,1,0,0,5
Spirit Air Lines,PBG,MYR,1,0,2,0,1,5
Spirit Air Lines,PHL,BQN,2,1,2,0,0,5
Spirit Air Lines,PNS,AUS,1,0,1,0,0,5
United Air Lines Inc.,BOS,TPA,0,0,0,0,0,5
United Air Lines Inc.,FAI,DEN,0,0,0,0,1,5
United Air Lines Inc.,IAD,EGE,0,0,0,0,0,5
United Air Lines Inc.,IAD,ROC,2,0,3,0,1,5
United Air Lines Inc.,IAH,GUC,0,0,1,0,0,5
United Air Lines Inc.,SJU,STT,0,0,0,0,0,5
Alaska Airlines Inc.,ABQ,SAT,0,0,0,0,0,4
Alaska Airlines Inc.,ANC,SLC,0,0,0,0,0,4
Alaska Airlines Inc.,BLI,OGG,1,0,0,0,1,4
Alaska Airlines Inc.,BWI,PIT,0,0,0,0,0,4
Alaska Airlines Inc.,CHS,ATL,0,0,0,0,0,4
Alaska Airlines Inc.,EUG,LAX,0,0,0,0,0,4
Alaska Airlines Inc.,SAN,IAD,1,0,1,0,0,4
Alaska Airlines Inc.,SCC,FAI,0,0,0,0,0,4
Alaska Airlines Inc.,TPA,PDX,1,0,1,0,0,4
Allegiant Air,ALB,SAV,0,0,0,0,0,4
Allegiant Air,AZA,MFE,0,0,1,0,0,4
Allegiant Air,BIL,SAN,0,0,0,0,0,4
Allegiant Air,BNA,PSM,0,1,2,0,0,4
Allegiant Air,BNA,ROA,0,0,0,0,1,4
Allegiant Air,BZN,OAK,1,0,1,0,1,4
Allegiant Air,FNT,SAV,1,0,0,0,1,4
Allegiant Air,GSO,BNA,0,0,1,0,1,4
Allegiant Air,IDA,LAX,0,0,1,0,1,4
Allegiant Air,LAS,SFB,1,0,1,0,0,4
Allegiant Air,LAX,FAR,0,0,0,0,0,4
Allegiant Air,LAX,JAC,3,0,3,0,1,4
Allegiant Air,LCK,ORF,0,0,1,0,1,4
Allegiant Air,MTJ,LAX,0,0,0,0,0,4
Allegiant Air,PBI,AUS,0,0,1,0,1,4
Allegiant Air,PDX,BIL,1,0,0,0,1,4
Allegiant Air,PIE,MKE,0,0,0,0,0,4
Allegiant Air,SAN,FSD,0,0,0,0,0,4
Allegiant Air,SFB,MKE,0,0,0,0,0,4
Allegiant Air,VPS,BNA,0,1,2,2,2,4
American Airlines Inc.,AGS,DFW,1,1,1,0,3,4
American Airlines Inc.,CLT,TUS,1,0,1,0,0,4
American Airlines Inc.,DCA,EYW,1,0,0,0,0,4
American Airlines Inc.,DCA,MYR,1,0,0,0,1,4
American Airlines Inc.,FCA,LGA,2,0,1,0,2,4
American Airlines Inc.,GEG,ORD,0,0,0,0,2,4
American Airlines Inc.,JAC,MIA,0,0,1,0,1,4
American Airlines Inc.,LAX,ANC,0,0,0,0,1,4
American Airlines Inc.,MIA,JAC,1,1,2,0,0,4
American Airlines Inc.,MTJ,CLT,0,0,1,1,1,4
American Airlines Inc.,OKC,LAX,0,0,1,0,0,4
American Airlines Inc.,ORD,HDN,0,0,1,0,0,4
American Airlines Inc.,PHX,LBB,1,0,1,0,2,4
American Airlines Inc.,RAP,DFW,0,0,0,0,1,4
American Airlines Inc.,SBA,ORD,1,0,1,0,0,4
Delta Air Lines Inc.,ANC,DTW,3,0,2,0,1,4
Delta Air Lines Inc.,ANC,LAX,0,0,0,0,0,4
Delta Air Lines Inc.,ATL,FCA,2,0,0,0,1,4
Delta Air Lines Inc.,DTW,IAD,0,0,0,0,0,4
Delta Air Lines Inc.,FAI,SLC,3,0,2,0,1,4
Delta Air Lines Inc.,JAC,DTW,1,0,1,0,0,4
Delta Air Lines Inc.,JFK,ANC,0,0,1,0,0,4
Delta Air Lines Inc.,LAX,SJC,1,0,1,0,3,4
Delta Air Lines Inc.,LGA,TVC,1,0,1,0,1,4
Delta Air Lines Inc.,MSP,RNO,1,0,0,0,0,4
Delta Air Lines Inc.,MSP,STT,0,0,1,0,0,4
Delta Air Lines Inc.,MSP,TVC,0,0,0,0,0,4
Endeavor Air Inc.,ATL,CLT,0,0,0,0,0,4
Endeavor Air Inc.,BOS,IND,2,0,2,0,0,4
Endeavor Air Inc.,BUF,MSP,0,0,0,0,0,4
Endeavor Air Inc.,CVG,FLL,0,0,0,0,0,4
Endeavor Air Inc.,DTW,DCA,0,0,1,0,0,4
Endeavor Air Inc.,IAD,ATL,0,0,1,0,0,4
Endeavor Air Inc.,IND,BOS,1,0,2,0,0,4
Endeavor Air Inc.,MSP,LGA,0,0,0,0,0,4
Endeavor Air Inc.,SRQ,LGA,0,0,2,0,2,4
Envoy Air,ACK,DCA,0,0,0,0,0,4
Envoy Air,ALB,DCA,0,0,1,0,1,4
Envoy Air,BNA,CLT,0,0,0,0,0,4
Envoy Air,BZN,AUS,0,0,1,0,0,4
Envoy Air,CLT,ACK,0,0,0,0,0,4
Envoy Air,CLT,BGR,1,0,0,0,1,4
Envoy Air,CLT,GRR,0,0,0,0,0,4
Envoy Air,CLT,SAV,1,0,0,0,1,4
Envoy Air,DCA,BDL,1,0,1,0,1,4
Envoy Air,DCA,BUF,1,0,0,0,1,4
Envoy Air,DCA,ORF,0,0,0,0,1,4
Envoy Air,FAT,PHX,1,0,2,0,2,4
Envoy Air,FSD,PHX,0,0,0,0,0,4
Envoy Air,GNV,CLT,1,0,0,0,1,4
Envoy Air,GRR,CLT,0,0,0,0,0,4
Envoy Air,GSO,DCA,0,0,0,0,0,4
Envoy Air,IAH,PHX,0,0,0,0,0,4
Envoy Air,JFK,PHL,0,0,0,0,0,4
Envoy Air,MSY,DCA,0,0,0,0,0,4
Envoy Air,MYR,ORD,1,0,1,0,1,4
Envoy Air,OKC,PHX,0,0,0,0,0,4
Envoy Air,ORD,GEG,0,0,1,0,0,4
Envoy Air,ORD,MYR,0,0,0,0,0,4
Envoy Air,PBI,ORD,1,1,0,0,2,4
Envoy Air,PHX,MCI,0,0,1,0,0,4
Envoy Air,PNS,BOS,0,1,1,0,0,4
Envoy Air,PSP,PHX,1,0,0,0,0,4
Envoy Air,SAF,PHX,0,0,0,0,1,4
Envoy Air,SAT,DFW,0,0,0,0,0,4
Envoy Air,STL,CLT,0,0,0,0,0,4
ExpressJet Airlines LLC d/b/a aha!,AVP,ORD,0,0,0,0,1,4
ExpressJet Airlines LLC d/b/a aha!,CHS,IAH,1,0,0,0,0,4
ExpressJet Airlines LLC d/b/a aha!,CHS,ORD,0,0,0,0,0,4
ExpressJet Airlines LLC d/b/a aha!,CWA,ORD,0,0,0,0,1,4
ExpressJet Airlines LLC d/b/a aha!,DEN,LBB,0,0,1,0,0,4
ExpressJet Airlines LLC d/b/a aha!,DFW,ORD,0,0,1,0,0,4
ExpressJet Airlines LLC d/b/a aha!,EVV,ORD,0,0,0,0,0,4
ExpressJet Airlines LLC d/b/a aha!,EWR,BOS,1,0,1,0,0,4
ExpressJet Airlines LLC d/b/a aha!,EWR,MHT,0,0,0,0,0,4
ExpressJet Airlines LLC d/b/a aha!,EWR,RDU,0,1,0,0,1,4
ExpressJet Airlines LLC d/b/a aha!,GSO,ORD,1,0,1,0,0,4
ExpressJet Airlines LLC d/b/a aha!,IAD,ORF,0,0,1,0,1,4
ExpressJet Airlines LLC d/b/a aha!,MSY,IAH,0,0,0,0,0,4
ExpressJet Airlines LLC d/b/a aha!,ORD,BDL,0,0,1,0,0,4
ExpressJet Airlines LLC d/b/a aha!,SCE,ORD,0,0,0,0,0,4
ExpressJet Airlines LLC d/b/a aha!,SDF,IAH,0,0,0,0,0,4
ExpressJet Airlines LLC d/b/a aha!,SGF,ORD,0,0,0,0,0,4
ExpressJet Airlines LLC d/b/a aha!,STL,DEN,0,0,0,0,0,4
Frontier Airlines Inc.,ALB,MIA,0,1,1,0,1,4
Frontier Airlines Inc.,BKG,DFW,0,0,2,0,1,4
Frontier Airlines Inc.,CLE,DFW,2,0,2,0,2,4
Frontier Airlines Inc.,CMH,PBI,0,0,1,0,0,4
Frontier Airlines Inc.,CMH,TPA,2,0,2,0,2,4
Frontier Airlines Inc.,CVG,MSY,0,0,0,0,0,4
Frontier Airlines Inc.,DFW,SLC,0,0,0,0,1,4
Frontier Airlines Inc.,ELP,ORD,0,0,0,0,1,4
Frontier Airlines Inc.,GSP,TPA,1,0,0,0,0,4
Frontier Airlines Inc.,LAS,GSP,0,0,0,0,0,4
Frontier Airlines Inc.,LAS,RSW,0,0,0,0,1,4
Frontier Airlines Inc.,LAS,TUS,1,0,1,0,0,4
Frontier Airlines Inc.,MCO,ABQ,1,0,1,0,1,4
Frontier Airlines Inc.,MCO,HRL,1,0,0,0,1,4
Frontier Airlines Inc.,MCO,LFT,0,0,0,0,0,4
Frontier Airlines Inc.,MCO,LIT,0,0,0,0,0,4
Frontier Airlines Inc.,MCO,TUL,0,0,2,0,0,4
Frontier Airlines Inc.,MDW,TTN,0,0,1,0,1,4
Frontier Airlines Inc.,MIA,STT,1,0,3,0,1,4
Frontier Airlines Inc.,MKE,RDU,0,0,0,0,0,4
Frontier Airlines Inc.,ORD,ONT,0,0,0,0,0,4
Frontier Airlines Inc.,PBI,PIT,1,0,1,0,0,4
Frontier Airlines Inc.,PBI,STL,1,0,1,0,0,4
Frontier Airlines Inc.,PHX,FAR,0,0,0,0,0,4
Frontier Airlines Inc.,PHX,IAH,1,0,2,0,0,4
Frontier Airlines Inc.,PHX,MCI,0,0,0,0,0,4
Frontier Airlines Inc.,PHX,RSW,0,0,0,0,0,4
Frontier Airlines Inc.,PWM,MIA,1,0,1,0,0,4
Frontier Airlines Inc.,RDU,DFW,0,0,0,0,0,4
Frontier Airlines Inc.,RDU,PHX,0,0,1,0,1,4
Frontier Airlines Inc.,ROC,FLL,2,0,1,0,2,4
Frontier Airlines Inc.,RSW,BNA,0,0,0,0,0,4
Frontier Airlines Inc.,RSW,PHX,0,0,1,0,0,4
Frontier Airlines Inc.,SAT,MSY,0,0,1,0,1,4
Frontier Airlines Inc.,SAT,ONT,0,0,0,0,0,4
Frontier Airlines Inc.,SJU,STT,1,0,1,0,2,4
Frontier Airlines Inc.,SLC,DFW,0,0,1,0,1,4
Frontier Airlines Inc.,SLC,SAT,0,0,0,0,0,4
Frontier Airlines Inc.,SRQ,ATL,1,0,0,0,1,4
Frontier Airlines Inc.,STL,ORD,2,0,0,0,1,4
Frontier Airlines Inc.,SWF,MIA,2,0,3,0,2,4
Frontier Airlines Inc.,TPA,GSP,1,0,0,0,0,4
Frontier Airlines Inc.,XNA,MCO,0,0,0,0,0,4
Hawaiian Airlines Inc.,OGG,PHX,0,0,0,0,0,4
Horizon Air,ANC,PAE,0,0,0,0,2,4
Horizon Air,AUS,LAX,0,0,0,0,0,4
Horizon Air,BOI,LAS,0,0,0,0,0,4
Horizon Air,BZN,SAN,2,0,2,0,2,4
Horizon Air,DFW,SEA,3,0,2,0,1,4
Horizon Air,FAI,SEA,1,0,0,0,0,4
Horizon Air,FCA,LAX,0,0,0,0,2,4
Horizon Air,LAX,FAT,0,0,0,0,0,4
Horizon Air,LAX,SLC,0,0,1,0,0,4
Horizon Air,PDX,DFW,0,0,0,0,0,4
Horizon Air,SAN,SLC,0,0,0,0,0,4
Horizon Air,SEA,OKC,0,0,1,0,0,4
JetBlue Airways,DEN,ABQ,0,0,0,0,0,4
JetBlue Airways,EWR,SEA,4,0,2,0,3,4
JetBlue Airways,IAD,JFK,1,0,1,0,1,4
JetBlue Airways,LAS,SAN,0,0,0,0,0,4
JetBlue Airways,SEA,EWR,2,0,0,0,0,4
Mesa Airlines Inc.,DFW,CSG,0,0,1,0,1,4
Mesa Airlines Inc.,DFW,GSP,0,0,0,0,1,4
Mesa Airlines Inc.,DFW,MSY,1,0,1,0,0,4
Mesa Airlines Inc.,DFW,PSP,0,0,0,0,0,4
Mesa Airlines Inc.,DFW,SAT,1,0,1,0,0,4
Mesa Airlines Inc.,HSV,ORD,1,0,0,0,0,4
Mesa Airlines Inc.,IND,ORD,0,0,0,0,0,4
Mesa Airlines Inc.,LCH,IAH,0,0,0,0,0,4
Mesa Airlines Inc.,LEX,DFW,0,0,0,0,0,4
Mesa Airlines Inc.,MEM,ORD,0,0,0,0,0,4
Mesa Airlines Inc.,ONT,DFW,0,0,0,0,0,4
Mesa Airlines Inc.,ORD,DSM,0,0,0,0,0,4
Mesa Airlines Inc.,ORD,PHL,1,0,0,0,0,4
Mesa Airlines Inc.,RIC,ORD,0,0,0,0,0,4
Mesa Airlines Inc.,SBP,DFW,0,0,0,0,1,4
PSA Airlines Inc.,CLT,RSW,0,0,1,0,0,4
PSA Airlines Inc.,DCA,BTR,0,0,0,0,2,4
PSA Airlines Inc.,DFW,LFT,1,2,1,0,2,4
PSA Airlines Inc.,MLB,DCA,2,0,2,0,2,4
PSA Airlines Inc.,PHL,DSM,0,0,0,0,0,4
Republic Airline,AUS,CLT,1,0,0,0,0,4
Republic Airline,AUS,IAD,0,0,0,0,0,4
Republic Airline,BOS,SRQ,0,0,0,0,0,4
Republic Airline,BTV,CLT,0,0,1,0,0,4
Republic Airline,BWI,MIA,0,0,0,0,0,4
Republic Airline,CLT,MDT,0,0,0,0,0,4
Republic Airline,COS,DEN,0,0,0,0,0,4
Republic Airline,CVG,CLT,0,0,0,0,0,4
Republic Airline,CVG,DTW,0,0,0,0,0,4
Republic Airline,DAY,DCA,0,0,0,0,0,4
Republic Airline,DAY,EWR,0,0,1,0,0,4
Republic Airline,DCA,DAY,0,0,0,0,2,4
Republic Airline,DEN,BZN,0,0,0,0,1,4
Republic Airline,DEN,SMF,0,0,0,0,0,4
Republic Airline,DEN,TVC,2,0,3,0,2,4
Republic Airline,FAR,DEN,0,0,0,1,0,4
Republic Airline,FSD,DEN,1,0,1,0,0,4
Republic Airline,GSP,IAD,0,0,0,0,0,4
Republic Airline,HSV,IAH,0,0,1,0,0,4
Republic Airline,HVN,CLT,0,0,0,0,0,4
Republic Airline,IAD,AUS,0,0,0,0,0,4
Republic Airline,IAH,DRO,0,0,0,0,0,4
Republic Airline,ITH,EWR,0,0,0,0,1,4
